ID,begin_time,end_time,annotation,head_x,head_y,besteck_1,besteck_1_x,besteck_1_y,teller_flach_1,teller_flach_1_x,teller_flach_1_y,teller_tief_1,teller_tief_1_x,teller_tief_1_y,glas_1,glas_1_x,glas_1_y,schale_1,schale_1_x,schale_1_y,besteck_2,besteck_2_x,besteck_2_y,teller_flach_2,teller_flach_1_x,teller_flach_1_y,teller_tief_2,teller_tief_2_x,teller_tief_2_y,glas_2,glas_2_x,glas_2_y,schale_2,schale_2_x,schale_2_y,besteck_3,besteck_3_x,besteck_3_y,teller_flach_3,teller_flach_3_x,teller_flach_3_y,teller_tief_3,teller_tief_3_x,teller_tief_3_y,glas_3,glas_3_x,glas_3_y,schale_3,schale_3_x,schale_3_y,geschirrspuehler_x,geschirrspuehler_y
k01,0,2,offnen_geschirrspuler,2,4,0,4,3,0,4,3,0,4,3,0,4,3,0,5,3,0,4,3,0,4,3,0,4,3,0,4,3,0,4,3,0,4,2,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,2,4,offnen_tellerSchublade,2,4,0,4,3,0,4,3,0,4,3,0,4,3,0,5,3,0,4,3,0,4,3,0,4,3,0,4,3,0,4,3,0,4,2,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,5,14,nehmen_objekte,3,4,1,2,4,0,4,3,0,4,3,0,4,3,0,5,3,0,2,4,0,4,3,0,4,3,0,4,3,0,4,3,0,4,2,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,15,16,offnen_besteckSchublade,2,4,0,2,4,0,4,3,0,4,3,0,4,3,0,5,3,0,2,4,0,4,3,0,4,3,0,4,3,0,4,3,0,4,2,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,17,18,fullen_geschirrspuler,2,4,1,2,4,0,4,3,0,4,3,0,4,3,0,5,3,0,2,4,0,4,3,0,4,3,0,4,3,0,4,3,0,4,2,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,19,26,nehmen_objekte,3,4,0,2,4,0,4,3,0,4,3,0,4,3,0,5,3,0,2,4,0,4,3,0,4,3,0,4,3,0,4,3,1,2,4,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,27,27,fullen_geschirrspuler,2,4,0,2,4,0,4,3,0,4,3,0,4,3,0,5,3,0,2,4,0,4,3,0,4,3,0,4,3,0,4,3,1,2,4,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,28,28,schliessen_besteckSchublade,2,4,0,1,4,0,4,3,0,4,3,0,4,3,0,5,3,1,1,4,0,4,3,0,4,3,0,4,3,0,4,3,0,1,4,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,29,30,offnen_glasSchublade,2,4,0,1,4,0,4,3,0,4,3,0,4,3,0,5,3,0,1,4,0,4,3,0,4,3,0,4,3,0,4,3,0,1,4,0,4,2,0,4,2,0,4,2,0,4,2,1.5,4.5
k01,31,35,nehmen_objekte,3,4,0,1,4,0,4,3,0,4,3,1,2,4,0,5,3,1,1,4,0,4,3,0,4,3,1,2,4,1,2,4,0,1,4,0,4,2,0,4,2,1,2,4,0,4,2,1.5,4.5
k01,36,40,fullen_geschirrspuler,2,4,0,1,4,0,4,3,0,4,3,1,2,4,0,5,3,0,1,4,0,4,3,0,4,3,1,2,4,1,2,4,0,1,4,0,4,2,0,4,2,1,2,4,0,4,2,1.5,4.5
k01,41,46,nehmen_objekte,3,4,0,1,4,0,4,3,0,4,3,0,2,4,1,2,4,0,1,4,0,4,3,0,4,3,0,2,4,0,2,4,0,1,4,0,4,2,0,4,2,0,2,4,1,2,4,1.5,4.5
k01,47,52,fullen_geschirrspuler,2,4,0,1,4,0,4,3,0,4,3,0,2,4,1,2,4,0,1,4,0,4,3,0,4,3,0,2,4,0,2,4,0,1,4,0,4,2,0,4,2,0,2,4,1,2,4,1.5,4.5
k01,53,53,schliessen_glasSchublade,2,4,0,1,4,0,4,3,0,4,3,0,1,4,0,1,4,0,1,4,0,4,3,0,4,3,0,1,4,0,1,4,0,1,4,0,4,2,0,4,2,0,1,4,0,1,4,1.5,4.5
k01,54,61,nehmen_objekte,3,4,0,1,4,1,4,3,1,2,4,0,1,4,0,1,4,0,1,4,0,4,3,1,2,4,0,1,4,0,1,4,0,1,4,0,4,2,1,2,4,0,1,4,0,1,4,1.5,4.5
k01,62,66,fullen_geschirrspuler,2,4,0,1,4,1,4,2,1,4,4,0,1,4,0,1,4,0,1,4,0,4,3,1,2,4,0,1,4,0,1,4,0,1,4,0,4,2,1,2,4,0,1,4,0,1,4,1.5,4.5
k01,66,70,nehmen_objekte,3,4,0,1,4,0,4,2,0,4,4,0,1,4,0,1,4,0,1,4,1,2,4,0,2,4,0,1,4,0,1,4,0,1,4,1,2,4,0,2,4,0,1,4,0,1,4,1.5,4.5
k01,70,72,fullen_geschirrspuler,2,4,0,1,4,0,4,2,0,4,4,0,1,4,0,1,4,0,1,4,1,2,4,0,2,4,0,1,4,0,1,4,0,1,4,1,2,4,0,2,4,0,1,4,0,1,4,1.5,4.5
k01,72,72,schliessen_tellerSchublade,2,4,0,1,4,0,4,1,0,4,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,1.5,4.5
k01,73,73,schliessen_geschirrspuler,2,4,0,1,4,0,4,1,0,4,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,1.5,4.5
k04,0,0,start,3.5,3,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,3.2,3,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.1,4.1,0,5.2,2,0,4.1,2.1,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,0,5,nehmen_objekte,3.5,3,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,1,2.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,1,2.5,4.5,1,2.5,2.5,1,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,6,6,offnen_geschirrspuler,2.5,4.5,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,2.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,2.5,2.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,7,10,offnen_besteckSchublade,2.5,4.5,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,2.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,2.5,2.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,11,18,fullen_geschirrspuler,2.5,4.5,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,1,2.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,1,2.5,4.5,1,2.5,2.5,1,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,19,19,schliessen_besteckSchublade,2.5,4.5,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,20,23,offnen_tellerSchublade,2.5,4.3,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,24,27,fullen_geschirrspuler,2.5,4.5,0,4.5,4.2,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,3.9,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,4.8,3.9,1.5,4.5
k04,18,29,nehmen_objekte,3.5,3.2,1,2.5,4.5,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,1,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,1,2.5,4.5,1.5,4.5
k04,30,35,fullen_geschirrspuler,2.5,4.5,1,2.5,4.5,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,1,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,1,2.5,4.5,1.5,4.5
k04,36,36,offnen_besteckSchublade,2.5,4.5,0,2.5,4.5,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,2.5,4.5,1.5,4.5
k04,37,42,fullen_geschirrspuler,2.5,4.5,0,2.5,4.5,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,2.5,4.5,1.5,4.5
k04,43,43,schliessen_besteckSchublade,2.5,4.5,0,1.5,4.5,0,4.5,4.2,0,5.5,4.2,0,3.2,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,4.7,3,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,4.5,2.1,0,2.5,4.5,1.5,4.5
k04,44,55,nehmen_objekte,3.5,3.2,0,1.5,4.5,0,4.5,4.2,0,5.5,4.2,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,1,2.5,4.5,0,2.5,4.5,1.5,4.5
k04,56,56,offnen_glasSchublade,2.5,4.5,0,1.5,4.5,0,4.5,4.2,0,5.5,4.2,0,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,2.5,4.5,0,2.5,4.5,1.5,4.5
k04,57,64,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,4.5,4.2,0,5.5,4.2,1,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,1,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,1,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,65,67,schliessen_glasSchublade,2.5,4.5,0,1.5,4.5,0,4.5,4.2,0,5.5,4.2,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,0,4.7,2.7,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,5.2,2,0,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,68,78,nehmen_objekte,3.5,3.2,0,1.5,4.5,0,4.5,4.2,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,79,87,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,4.5,4.2,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,4.5,3,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,88,94,nehmen_objekte,3.5,3.2,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,95,96,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1.5,4.5
k04,97,97,schliessen_tellerSchublade,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1.5,4.5
k04,98,98,schliessen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1.5,4.5
k06,0,0,start,2.5,4.5,0,5,3.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,4.5,3.3,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,4.5,2.2,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,0,1,offnen_geschirrspuler,2.5,4.5,0,5,3.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,4.5,3.3,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,4.5,2.2,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,1,1,offnen_tellerSchublade,2.5,4.5,0,5,3.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,4.5,3.3,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,4.5,2.2,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,2,18,nehmen_objekte,4.2,4,1,2.5,4.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,1,2.5,4.5,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,1,2.5,4.5,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,19,19,offnen_besteckSchublade,2.5,4.5,0,2.5,4.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,2.5,4.5,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,2.5,4.5,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,20,28,fullen_geschirrspuler,2.5,4.5,1,2.5,4.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,1,2.5,4.5,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,1,2.5,4.5,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,29,29,schliessen_besteckSchublade,2.5,4.5,0,1.5,4.5,0,5,3.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,1.5,4.5,0,4.5,3.3,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,0,4.5,2.2,0,4.8,2,0,4.9,2.1,0,4.5,2.2,1.5,4.5
k06,30,39,nehmen_objekte,4.2,4,0,1.5,4.5,1,2.5,4.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,1.5,4.5,1,2.5,4.5,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,1,2.5,4.5,0,4.8,2,0,4.9,2.1,1,5,3,1.5,4.5
k06,40,44,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,1,2.5,4.5,0,5,3.2,0,5,3.4,0,5.1,3.4,0,1.5,4.5,1,2.5,4.5,0,4.7,3,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,1,2.5,4.5,0,4.8,2,0,4.9,2.1,0,5,3,1.5,4.5
k06,45,52,nehmen_objekte,4.2,4,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,5,3.4,0,5.1,3.4,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.9,2.1,0,5,3,1.5,4.5
k06,53,58,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,5,3.4,0,5.1,3.4,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.9,2.1,0,5,3,1.5,4.5
k06,59,59,schliessen_tellerSchublade,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,5,3.4,0,5.1,3.4,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,4.9,2.1,0,5,3,1.5,4.5
k06,60,60,offnen_glasSchublade,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,5,3.4,0,5.1,3.4,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,4.7,3.2,0,4.7,3.7,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,4.9,2.1,0,5,3,1.5,4.5
k06,61,68,nehmen_objekte,4.2,4,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,5,3.4,1,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,4.7,3.2,1,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,4.9,2.1,1,2.5,4.5,1.5,4.5
k06,69,71,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,5,3.4,1,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,4.7,3.2,1,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,4.9,2.1,1,2.5,4.5,1.5,4.5
k06,72,78,nehmen_objekte,4.2,4,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,2.5,4.5,1.5,4.5
k06,79,81,fullen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,1,2.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,2.5,4.5,1.5,4.5
k06,82,82,schliessen_glasSchublade,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,1.5,4.5
k06,83,84,schliessen_geschirrspuler,2.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,1.5,4.5,0,2.5,4.5,0,1.5,4.5,0,1.5,4.5,1.5,4.5
k08,0,0,start,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,4.5,2.4,0,4.5,2.4,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,0,3,offnen_geschirrspuler,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,4.5,2.4,0,4.5,2.4,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,4,4,offnen_tellerSchublade,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,4.5,2.4,0,4.5,2.4,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,5,9,nehmen_objekte,3.9,2.1,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,1,2.5,4.5,1,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,10,13,fullen_geschirrspuler,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,2.5,4.5,1,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,14,14,offnen_besteckSchublade,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,2.5,4.5,0,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,15,16,fullen_geschirrspuler,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,1,2.5,4.5,0,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,17,17,schliessen_besteckSchublade,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,4.5,3.1,0,4.5,3.1,0,5,3.1,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,18,24,nehmen_objekte,3.9,3.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,1,2.5,4.5,1,2.5,4.5,0,5,3.1,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,25,26,fullen_geschirrspuler,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,1,2.5,4.5,1,2.5,4.5,0,5,3.1,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,0,5,2.4,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,27,40,nehmen_objekte,3.9,2.9,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,2.5,4.5,0,2.5,4.5,1,2.5,4.5,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,41,53,fullen_geschirrspuler,2.5,4.5,0,5,3.7,0,5,3.7,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,2.5,4.5,0,2.5,4.5,1,2.5,4.5,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,1,2.5,4.5,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,54,57,nehmen_objekte,3.9,3.9,1,2.5,4.5,1,2.5,4.5,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,2.5,4.5,0,2.5,4.5,0,2.5,4.5,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,0,2.5,4.5,0,4.7,2.1,0,5,2.9,1.5,4.5
k08,58,60,fullen_geschirrspuler,2.5,4.5,1,2.5,4.5,1,2.5,4.5,0,5.4,3.5,0,3.6,4.9,0,5.5,3.7,0,2.5,4.5,0,2.5,4.5,0,2.5,4.5,0,3,4.7,0,5,2.9,0,1.5,4.5,0,2.5,4.5,0,2.5,4.5,0,4.7,2.1,0,5,2.9,1.5,4.5
