ID,sequence_long,start_positions,coordinates
P26_105,"['pot', 'lighter', 'lid', 'spoon', 'plate', 'tray:baking', 'food:frozen', 'jar', 'pancake:crispy', 'package:fish:finger', 'finger:fish', 'tray', 'cloth:table', 'towel', 'knife', 'fork']","{'pot': [], 'lighter': [], 'lid': [], 'spoon': [], 'plate': [], 'tray:baking': [3, 3, 1], 'food:frozen': [4, 3, 3], 'jar': [], 'pancake:crispy': [2, 3, 2], 'package:fish:finger': [], 'finger:fish': [2, 3, 2], 'tray': [], 'cloth:table': [], 'towel': [], 'knife': [], 'fork': []}","{'pot': [], 'lighter': [], 'lid': [], 'spoon': [], 'plate': [], 'tray:baking': [3, 3, 1], 'food:frozen': [4, 3, 3], 'jar': [], 'pancake:crispy': [2, 3, 2], 'package:fish:finger': [], 'finger:fish': [2, 3, 2], 'tray': [], 'cloth:table': [], 'towel': [], 'knife': [], 'fork': []}"
P26_106,"['plate', 'salt', 'spoon', 'lid', 'cheese']","{'plate': [], 'salt': [], 'spoon': [], 'lid': [], 'cheese': []}","{'plate': [], 'salt': [], 'spoon': [], 'lid': [], 'cheese': []}"
P26_107,"['pot', 'cloth', 'tray:baking', 'spatula', 'fork', 'spoon', 'pasta', 'lid']","{'pot': [], 'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': [], 'fork': [], 'spoon': [], 'pasta': [], 'lid': []}","{'pot': [], 'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': [], 'fork': [], 'spoon': [], 'pasta': [], 'lid': []}"
P26_108,"['package:pasta', 'spoon', 'lid', 'plate', 'scale']","{'package:pasta': [], 'spoon': [], 'lid': [], 'plate': [], 'scale': []}","{'package:pasta': [], 'spoon': [], 'lid': [], 'plate': [], 'scale': []}"
P26_110,"['spoon', 'pasta', 'pot', 'colander', 'cloth', 'ladle', 'tray:baking', 'fork', 'spatula', 'plate']","{'spoon': [], 'pasta': [], 'pot': [], 'colander': [], 'cloth': [], 'ladle': [], 'tray:baking': [4, 1, 2], 'fork': [], 'spatula': [], 'plate': []}","{'spoon': [], 'pasta': [], 'pot': [3, 3, 2], 'colander': [], 'cloth': [], 'ladle': [], 'tray:baking': [4, 1, 2], 'fork': [], 'spatula': [], 'plate': []}"
P26_113,"['cloth', 'rack:oven', 'spatula', 'tray:baking', 'napkin']","{'cloth': [], 'rack:oven': [], 'spatula': [], 'tray:baking': [], 'napkin': []}","{'cloth': [], 'rack:oven': [4, 1, 2], 'spatula': [], 'tray:baking': [4, 2, 2], 'napkin': []}"
P26_114,"['cloth', 'tray:baking', 'spatula']","{'cloth': [], 'tray:baking': [4, 1, 2], 'spatula': []}","{'cloth': [], 'tray:baking': [4, 1, 1], 'spatula': []}"
P26_115,"['tray:baking', 'package:potato', 'oil', 'lid', 'spatula', 'tray', 'towel', 'plate', 'knife', 'fork', 'bread', 'chicken']","{'tray:baking': [3, 3, 1], 'package:potato': [], 'oil': [], 'lid': [], 'spatula': [], 'tray': [], 'towel': [], 'plate': [], 'knife': [], 'fork': [], 'bread': [], 'chicken': []}","{'tray:baking': [3, 3, 1], 'package:potato': [], 'oil': [], 'lid': [], 'spatula': [], 'tray': [], 'towel': [], 'plate': [], 'knife': [], 'fork': [], 'bread': [], 'chicken': []}"
P26_117,"['cloth', 'tray:baking', 'spatula', 'pan', 'knife', 'lighter', 'salt', 'lemon', 'potato', 'chicken', 'plate', 'fork']","{'cloth': [], 'tray:baking': [], 'spatula': [], 'pan': [], 'knife': [], 'lighter': [], 'salt': [], 'lemon': [], 'potato': [], 'chicken': [4, 1, 2], 'plate': [], 'fork': []}","{'cloth': [], 'tray:baking': [], 'spatula': [], 'pan': [], 'knife': [], 'lighter': [], 'salt': [], 'lemon': [], 'potato': [], 'chicken': [3, 3, 2], 'plate': [], 'fork': []}"
P26_119,"['tray:baking', 'package:crispy:pancake', 'pancake:crispy', 'package:fish:finger', 'oil', 'lid', 'liquid:washing:up', 'cloth', 'tomato', 'onion', 'knife', 'board:cutting', 'skin:onion', 'bag']","{'tray:baking': [], 'package:crispy:pancake': [], 'pancake:crispy': [], 'package:fish:finger': [4, 3, 3], 'oil': [], 'lid': [], 'liquid:washing:up': [], 'cloth': [], 'tomato': [], 'onion': [], 'knife': [], 'board:cutting': [3, 3, 2], 'skin:onion': [], 'bag': []}","{'tray:baking': [], 'package:crispy:pancake': [], 'pancake:crispy': [], 'package:fish:finger': [4, 3, 3], 'oil': [], 'lid': [], 'liquid:washing:up': [], 'cloth': [], 'tomato': [], 'onion': [], 'knife': [], 'board:cutting': [3, 3, 2], 'skin:onion': [], 'bag': []}"
P27_103,"['holder:pot', 'tray:baking', 'grid', 'egg', 'pot:moka', 'container', 'mixer', 'jar:sugar', 'bin', 'whisk', 'book:recipe', 'yogurt', 'butter', 'scale', 'knife', 'beaker', 'mug', 'glass', 'pan', 'pot', 'lighter', 'paper', 'sugar', 'package', 'saucepan', 'flour', 'plate:scale', 'plate', 'bottle', 'bag', 'lid', 'sachet', 'mould:ring:cake', 'spoon', 'soap', 'sponge', 'cloth', 'fork', 'cutlery', 'towel', 'toothpick']","{'holder:pot': [], 'tray:baking': [], 'grid': [], 'egg': [], 'pot:moka': [], 'container': [], 'mixer': [], 'jar:sugar': [], 'bin': [], 'whisk': [], 'book:recipe': [], 'yogurt': [], 'butter': [], 'scale': [], 'knife': [], 'beaker': [], 'mug': [], 'glass': [], 'pan': [], 'pot': [], 'lighter': [], 'paper': [], 'sugar': [], 'package': [], 'saucepan': [], 'flour': [], 'plate:scale': [], 'plate': [], 'bottle': [], 'bag': [], 'lid': [], 'sachet': [], 'mould:ring:cake': [], 'spoon': [], 'soap': [], 'sponge': [], 'cloth': [], 'fork': [], 'cutlery': [], 'towel': [], 'toothpick': []}","{'holder:pot': [], 'tray:baking': [], 'grid': [], 'egg': [], 'pot:moka': [], 'container': [], 'mixer': [], 'jar:sugar': [], 'bin': [], 'whisk': [], 'book:recipe': [], 'yogurt': [], 'butter': [], 'scale': [], 'knife': [], 'beaker': [], 'mug': [], 'glass': [], 'pan': [], 'pot': [], 'lighter': [], 'paper': [], 'sugar': [], 'package': [], 'saucepan': [], 'flour': [], 'plate:scale': [], 'plate': [], 'bottle': [], 'bag': [], 'lid': [], 'sachet': [], 'mould:ring:cake': [], 'spoon': [], 'soap': [], 'sponge': [], 'cloth': [], 'fork': [], 'cutlery': [], 'towel': [], 'toothpick': []}"
P28_101,"['bread', 'slice:bread', 'plate', 'board:chopping', 'tomato', 'mozzarella', 'garlic', 'clove:garlic', 'knife', 'trash', 'salt', 'oil', 'scissors', 'package:plastic', 'sponge']","{'bread': [], 'slice:bread': [], 'plate': [], 'board:chopping': [], 'tomato': [], 'mozzarella': [], 'garlic': [], 'clove:garlic': [], 'knife': [], 'trash': [], 'salt': [], 'oil': [], 'scissors': [], 'package:plastic': [], 'sponge': []}","{'bread': [], 'slice:bread': [], 'plate': [], 'board:chopping': [], 'tomato': [], 'mozzarella': [], 'garlic': [], 'clove:garlic': [], 'knife': [], 'trash': [], 'salt': [], 'oil': [], 'scissors': [], 'package:plastic': [], 'sponge': []}"
P28_103,"['sponge', 'board:chopping', 'garlic', 'onion', 'pot', 'carrot', 'tupperware', 'potato', 'peeler', 'rubbish', 'knife', 'plate', 'oil', 'pepper', 'paprika', 'salt', 'tin:chopped:tomato', 'container', 'bean:green', 'spatula', 'vegetable', 'cup', 'kettle', 'glove:oven', 'lid:pot']","{'sponge': [], 'board:chopping': [], 'garlic': [], 'onion': [], 'pot': [], 'carrot': [], 'tupperware': [], 'potato': [], 'peeler': [], 'rubbish': [], 'knife': [], 'plate': [], 'oil': [], 'pepper': [], 'paprika': [], 'salt': [], 'tin:chopped:tomato': [], 'container': [], 'bean:green': [], 'spatula': [], 'vegetable': [], 'cup': [], 'kettle': [], 'glove:oven': [], 'lid:pot': []}","{'sponge': [], 'board:chopping': [], 'garlic': [], 'onion': [], 'pot': [], 'carrot': [], 'tupperware': [], 'potato': [], 'peeler': [], 'rubbish': [], 'knife': [], 'plate': [], 'oil': [], 'pepper': [], 'paprika': [], 'salt': [], 'tin:chopped:tomato': [], 'container': [], 'bean:green': [], 'spatula': [], 'vegetable': [], 'cup': [], 'kettle': [], 'glove:oven': [], 'lid:pot': []}"
P28_104,"['tupperware', 'lid', 'board:chopping', 'sponge', 'plate', 'package:bread', 'bread', 'fork', 'cheese:feta', 'knife', 'bean:green', 'potato', 'spoon', 'liquid', 'glove:oven', 'spatula', 'container', 'cup', 'ladle', 'oil']","{'tupperware': [], 'lid': [], 'board:chopping': [], 'sponge': [], 'plate': [], 'package:bread': [], 'bread': [], 'fork': [], 'cheese:feta': [], 'knife': [], 'bean:green': [], 'potato': [], 'spoon': [], 'liquid': [], 'glove:oven': [], 'spatula': [], 'container': [], 'cup': [], 'ladle': [], 'oil': []}","{'tupperware': [], 'lid': [], 'board:chopping': [], 'sponge': [], 'plate': [], 'package:bread': [], 'bread': [], 'fork': [], 'cheese:feta': [], 'knife': [], 'bean:green': [], 'potato': [], 'spoon': [], 'liquid': [], 'glove:oven': [], 'spatula': [], 'container': [], 'cup': [], 'ladle': [], 'oil': []}"
P28_106,"['pan', 'kettle', 'butter', 'tortellini', 'parmesan', 'sponge', 'grater', 'colander', 'knife', 'dish', 'fork']","{'pan': [], 'kettle': [], 'butter': [], 'tortellini': [], 'parmesan': [], 'sponge': [], 'grater': [], 'colander': [], 'knife': [], 'dish': [], 'fork': []}","{'pan': [], 'kettle': [], 'butter': [], 'tortellini': [], 'parmesan': [], 'sponge': [], 'grater': [], 'colander': [], 'knife': [], 'dish': [], 'fork': []}"
P28_108,"['fork', 'glove:oven', 'pot', 'knife', 'tortellini', 'package', 'grater', 'plate', 'sponge']","{'fork': [], 'glove:oven': [], 'pot': [], 'knife': [], 'tortellini': [4, 1, 2], 'package': [], 'grater': [], 'plate': [], 'sponge': []}","{'fork': [], 'glove:oven': [], 'pot': [], 'knife': [], 'tortellini': [1, 1, 2], 'package': [], 'grater': [], 'plate': [], 'sponge': []}"
P28_109,"['saucepan', 'oat', 'drink:almond', 'banana', 'powder', 'blueberry', 'spoon', 'cup']","{'saucepan': [], 'oat': [], 'drink:almond': [], 'banana': [], 'powder': [], 'blueberry': [], 'spoon': [], 'cup': []}","{'saucepan': [], 'oat': [], 'drink:almond': [], 'banana': [], 'powder': [], 'blueberry': [], 'spoon': [], 'cup': []}"
P28_111,"['pot', 'spoon', 'bowl', 'fork', 'plate', 'cup', 'grater', 'knife', 'colander', 'phone:mobile', 'sponge', 'liquid:dishwashing', 'chopstick', 'utensil', 'saucepan', 'banana', 'skin:banana', 'package:blueberry', 'drink:almond', 'cap']","{'pot': [], 'spoon': [], 'bowl': [], 'fork': [], 'plate': [], 'cup': [], 'grater': [], 'knife': [], 'colander': [], 'phone:mobile': [], 'sponge': [], 'liquid:dishwashing': [], 'chopstick': [], 'utensil': [], 'saucepan': [], 'banana': [], 'skin:banana': [], 'package:blueberry': [], 'drink:almond': [], 'cap': []}","{'pot': [], 'spoon': [], 'bowl': [], 'fork': [], 'plate': [], 'cup': [], 'grater': [], 'knife': [], 'colander': [], 'phone:mobile': [], 'sponge': [], 'liquid:dishwashing': [], 'chopstick': [], 'utensil': [], 'saucepan': [], 'banana': [], 'skin:banana': [], 'package:blueberry': [], 'drink:almond': [], 'cap': []}"
P30_107,"['rester:teabag', 'strainer:tea', 'strainer:tea:pot', 'pot:tea', 'rest:teabag', 'mug', 'teapot', 'liquid:washing:up', 'spinner:salad', 'sponge', 'glass', 'plate', 'part:salad:spinner', 'tub', 'towel', 'holder:teabag', 'top:salad:spinner', 'stack:tub', 'towel:tea', 'board:chopping', 'knife', 'choi:pak', 'mushroom', 'onion:spring', 'pepper', 'meat', 'corn:sweet', 'packaging', 'colander', 'vegetable', 'bowl', 'maker:coffee', 'broccoli:tenderstem', 'salad', 'chicken', 'corn', 'piece:mushroom', 'pak', 'stalk', 'bowl:corn', 'piece:corn', 'piece:broccoli', 'bowl:mushroom', 'saucepan', 'roll:kitchen', 'piece:vegetable', 'fat', 'meat:nasty', 'oil:olive', 'oil:sesame', 'clove:garlic', 'bottle', 'soap', 'fork', 'v60', 'jug', 'spoon', 'toaster', 'bottle:oil', 'leaf:pak:choi', 'pan', 'lid', 'rubbish', 'piece:meat', 'floor', 'tupperware', 'plant:basil', 'strainer:sink', 'toothbrush', 'item:fridge', 'egg', 'bottle:soy:sauce', 'cellar:salt', 'lid:saucepan', 'jug:water']","{'rester:teabag': [], 'strainer:tea': [], 'strainer:tea:pot': [], 'pot:tea': [], 'rest:teabag': [], 'mug': [], 'teapot': [], 'liquid:washing:up': [], 'spinner:salad': [], 'sponge': [], 'glass': [], 'plate': [], 'part:salad:spinner': [], 'tub': [], 'towel': [], 'holder:teabag': [], 'top:salad:spinner': [], 'stack:tub': [], 'towel:tea': [], 'board:chopping': [], 'knife': [], 'choi:pak': [], 'mushroom': [], 'onion:spring': [], 'pepper': [], 'meat': [], 'corn:sweet': [], 'packaging': [], 'colander': [], 'vegetable': [], 'bowl': [], 'maker:coffee': [], 'broccoli:tenderstem': [], 'salad': [], 'chicken': [], 'corn': [], 'piece:mushroom': [], 'pak': [], 'stalk': [1, 1, 2], 'bowl:corn': [], 'piece:corn': [], 'piece:broccoli': [], 'bowl:mushroom': [], 'saucepan': [], 'roll:kitchen': [], 'piece:vegetable': [], 'fat': [], 'meat:nasty': [], 'oil:olive': [], 'oil:sesame': [], 'clove:garlic': [], 'bottle': [], 'soap': [], 'fork': [], 'v60': [], 'jug': [], 'spoon': [], 'toaster': [], 'bottle:oil': [], 'leaf:pak:choi': [], 'pan': [], 'lid': [], 'rubbish': [], 'piece:meat': [], 'floor': [], 'tupperware': [], 'plant:basil': [], 'strainer:sink': [], 'toothbrush': [], 'item:fridge': [], 'egg': [], 'bottle:soy:sauce': [], 'cellar:salt': [], 'lid:saucepan': [], 'jug:water': []}","{'rester:teabag': [], 'strainer:tea': [], 'strainer:tea:pot': [], 'pot:tea': [], 'rest:teabag': [], 'mug': [], 'teapot': [], 'liquid:washing:up': [], 'spinner:salad': [], 'sponge': [], 'glass': [], 'plate': [], 'part:salad:spinner': [], 'tub': [], 'towel': [], 'holder:teabag': [], 'top:salad:spinner': [], 'stack:tub': [], 'towel:tea': [], 'board:chopping': [], 'knife': [], 'choi:pak': [], 'mushroom': [], 'onion:spring': [], 'pepper': [], 'meat': [], 'corn:sweet': [], 'packaging': [], 'colander': [], 'vegetable': [], 'bowl': [], 'maker:coffee': [], 'broccoli:tenderstem': [], 'salad': [], 'chicken': [], 'corn': [], 'piece:mushroom': [], 'pak': [], 'stalk': [1, 1, 2], 'bowl:corn': [], 'piece:corn': [], 'piece:broccoli': [], 'bowl:mushroom': [], 'saucepan': [], 'roll:kitchen': [], 'piece:vegetable': [], 'fat': [], 'meat:nasty': [], 'oil:olive': [], 'oil:sesame': [], 'clove:garlic': [], 'bottle': [], 'soap': [], 'fork': [], 'v60': [], 'jug': [], 'spoon': [], 'toaster': [], 'bottle:oil': [], 'leaf:pak:choi': [], 'pan': [], 'lid': [], 'rubbish': [], 'piece:meat': [], 'floor': [], 'tupperware': [], 'plant:basil': [], 'strainer:sink': [], 'toothbrush': [], 'item:fridge': [], 'egg': [], 'bottle:soy:sauce': [], 'cellar:salt': [], 'lid:saucepan': [], 'jug:water': []}"
P30_111,"['teapot', 'strainer:teapot', 'rest:teabag', 'water:tonic', 'cheese', 'radish', 'hummus', 'butter', 'base:pizza', 'passata', 'plate', 'mug', 'glass', 'bowl:washing:up', 'lid:hummus:tub', 'saucepan', 'sponge', 'oil:olive', 'garlic', 'spoon', 'jug', 'onion', 'knife', 'piece:garlic', 'board:chopping', 'jug:water', 'bottle:passata', 'lid', 'packaging:iron', 'cellar:pepper', 'cellar:salt', 'jar:herb', 'piece:onion:skin', 'pan:grill', 'packet:cheese', 'scissors', 'packaging', 'bottle:tonic:water', 'packet:salami', 'box:scotch:egg', 'egg:scotch', 'lid:scotch:egg:box', 'bowl:salad', 'piece:scotch:egg', 'liquid:washing:up', 'v60', 'container', 'lid:container', 'pepper', 'top:pepper', 'piece:pepper', 'pan', 'bag:cheese', 'salami', 'packaging:salami', 'piece:salami', 'piece:onion', 'flake:chilli', 'tray:pizza', 'gin', 'tray:ice:cube', 'cube:ice', 'bottle:gin', 'drink', 'plastic', 'dustpan']","{'teapot': [], 'strainer:teapot': [], 'rest:teabag': [], 'water:tonic': [], 'cheese': [], 'radish': [], 'hummus': [], 'butter': [], 'base:pizza': [], 'passata': [], 'plate': [], 'mug': [], 'glass': [], 'bowl:washing:up': [], 'lid:hummus:tub': [], 'saucepan': [], 'sponge': [], 'oil:olive': [], 'garlic': [], 'spoon': [], 'jug': [], 'onion': [], 'knife': [], 'piece:garlic': [], 'board:chopping': [], 'jug:water': [], 'bottle:passata': [], 'lid': [], 'packaging:iron': [], 'cellar:pepper': [], 'cellar:salt': [], 'jar:herb': [], 'piece:onion:skin': [], 'pan:grill': [5, 1, 1], 'packet:cheese': [], 'scissors': [], 'packaging': [], 'bottle:tonic:water': [], 'packet:salami': [], 'box:scotch:egg': [], 'egg:scotch': [], 'lid:scotch:egg:box': [], 'bowl:salad': [], 'piece:scotch:egg': [], 'liquid:washing:up': [], 'v60': [], 'container': [], 'lid:container': [], 'pepper': [], 'top:pepper': [], 'piece:pepper': [], 'pan': [4, 1, 2], 'bag:cheese': [], 'salami': [], 'packaging:salami': [], 'piece:salami': [], 'piece:onion': [4, 1, 2], 'flake:chilli': [], 'tray:pizza': [], 'gin': [], 'tray:ice:cube': [], 'cube:ice': [], 'bottle:gin': [], 'drink': [], 'plastic': [], 'dustpan': []}","{'teapot': [], 'strainer:teapot': [], 'rest:teabag': [], 'water:tonic': [], 'cheese': [], 'radish': [], 'hummus': [], 'butter': [], 'base:pizza': [], 'passata': [], 'plate': [], 'mug': [], 'glass': [], 'bowl:washing:up': [], 'lid:hummus:tub': [], 'saucepan': [], 'sponge': [], 'oil:olive': [], 'garlic': [], 'spoon': [], 'jug': [], 'onion': [], 'knife': [], 'piece:garlic': [], 'board:chopping': [], 'jug:water': [], 'bottle:passata': [], 'lid': [], 'packaging:iron': [], 'cellar:pepper': [], 'cellar:salt': [], 'jar:herb': [], 'piece:onion:skin': [], 'pan:grill': [5, 1, 1], 'packet:cheese': [], 'scissors': [], 'packaging': [], 'bottle:tonic:water': [], 'packet:salami': [], 'box:scotch:egg': [], 'egg:scotch': [], 'lid:scotch:egg:box': [], 'bowl:salad': [], 'piece:scotch:egg': [], 'liquid:washing:up': [], 'v60': [], 'container': [], 'lid:container': [], 'pepper': [], 'top:pepper': [], 'piece:pepper': [], 'pan': [4, 1, 2], 'bag:cheese': [], 'salami': [], 'packaging:salami': [], 'piece:salami': [4, 1, 2], 'piece:onion': [1, 1, 2], 'flake:chilli': [], 'tray:pizza': [], 'gin': [], 'tray:ice:cube': [], 'cube:ice': [], 'bottle:gin': [], 'drink': [], 'plastic': [], 'dustpan': []}"
P30_112,"['mitt:oven', 'board:chopping', 'knife', 'cellar:pepper', 'plate', 'piece:pizza', 'topping']","{'mitt:oven': [], 'board:chopping': [], 'knife': [], 'cellar:pepper': [], 'plate': [], 'piece:pizza': [1, 1, 2], 'topping': []}","{'mitt:oven': [], 'board:chopping': [], 'knife': [], 'cellar:pepper': [], 'plate': [], 'piece:pizza': [1, 1, 2], 'topping': []}"
P35_101,"['pot', 'pasta', 'scissors', 'scale', 'plate', 'rubbish', 'bag', 'saucepan', 'glass', 'towel']","{'pot': [], 'pasta': [], 'scissors': [], 'scale': [], 'plate': [], 'rubbish': [], 'bag': [], 'saucepan': [], 'glass': [], 'towel': []}","{'pot': [], 'pasta': [0, 1, 1], 'scissors': [], 'scale': [], 'plate': [], 'rubbish': [], 'bag': [], 'saucepan': [], 'glass': [], 'towel': []}"
P35_103,"['mixer', 'pot', 'spoon', 'salt', 'cloth', 'container', 'pasta', 'lid', 'cheese', 'grater', 'cream', 'jar', 'rest:pot', 'sponge', 'soap', 'colander', 'saucepan', 'pan', 'hoover:hand:held', 'bag', 'rack:drying']","{'mixer': [], 'pot': [], 'spoon': [], 'salt': [], 'cloth': [], 'container': [], 'pasta': [3, 4, 2], 'lid': [], 'cheese': [], 'grater': [], 'cream': [], 'jar': [], 'rest:pot': [], 'sponge': [], 'soap': [], 'colander': [], 'saucepan': [], 'pan': [], 'hoover:hand:held': [], 'bag': [], 'rack:drying': []}","{'mixer': [], 'pot': [], 'spoon': [], 'salt': [], 'cloth': [], 'container': [], 'pasta': [2, 5, 2], 'lid': [], 'cheese': [], 'grater': [], 'cream': [], 'jar': [], 'rest:pot': [], 'sponge': [], 'soap': [], 'colander': [], 'saucepan': [], 'pan': [], 'hoover:hand:held': [], 'bag': [], 'rack:drying': []}"
P35_104,"['food', 'sponge', 'plate', 'container', 'glass', 'cloth', 'pan', 'pot', 'scale', 'pasta', 'bag', 'soap', 'spoon', 'salt', 'lid', 'roll:kitchen', 'mug', 'board:cutting', 'colander', 'rest:pot', 'jar', 'pesto', 'package', 'scissors', 'meat', 'film:cling', 'rack:drying', 'paper', 'tissue', 'napkin', 'hoover:hand:held']","{'food': [], 'sponge': [], 'plate': [], 'container': [], 'glass': [], 'cloth': [], 'pan': [], 'pot': [3, 4, 1], 'scale': [], 'pasta': [], 'bag': [], 'soap': [], 'spoon': [], 'salt': [], 'lid': [], 'roll:kitchen': [], 'mug': [], 'board:cutting': [], 'colander': [], 'rest:pot': [], 'jar': [], 'pesto': [], 'package': [], 'scissors': [], 'meat': [1, 5, 2], 'film:cling': [], 'rack:drying': [], 'paper': [], 'tissue': [], 'napkin': [], 'hoover:hand:held': []}","{'food': [], 'sponge': [], 'plate': [], 'container': [], 'glass': [], 'cloth': [], 'pan': [], 'pot': [3, 4, 2], 'scale': [], 'pasta': [], 'bag': [], 'soap': [], 'spoon': [], 'salt': [], 'lid': [], 'roll:kitchen': [], 'mug': [], 'board:cutting': [], 'colander': [], 'rest:pot': [], 'jar': [], 'pesto': [2, 5, 2], 'package': [], 'scissors': [], 'meat': [1, 5, 1], 'film:cling': [], 'rack:drying': [], 'paper': [], 'tissue': [], 'napkin': [], 'hoover:hand:held': []}"
P35_105,"['saucepan', 'cloth', 'container', 'mushroom', 'clip', 'food', 'meat', 'lid', 'fork', 'salt', 'spice', 'plate', 'flour', 'knife', 'hoover:hand:held', 'colander', 'mug', 'sieve', 'glass', 'bottle', 'pan', 'spoon', 'pot', 'cream', 'oil', 'rest:pot', 'rubbish', 'scissors', 'bag']","{'saucepan': [], 'cloth': [], 'container': [], 'mushroom': [], 'clip': [], 'food': [], 'meat': [], 'lid': [], 'fork': [], 'salt': [], 'spice': [], 'plate': [], 'flour': [], 'knife': [], 'hoover:hand:held': [], 'colander': [], 'mug': [], 'sieve': [], 'glass': [], 'bottle': [], 'pan': [], 'spoon': [], 'pot': [], 'cream': [], 'oil': [], 'rest:pot': [], 'rubbish': [], 'scissors': [], 'bag': []}","{'saucepan': [], 'cloth': [], 'container': [], 'mushroom': [], 'clip': [], 'food': [], 'meat': [], 'lid': [], 'fork': [], 'salt': [], 'spice': [], 'plate': [], 'flour': [], 'knife': [], 'hoover:hand:held': [], 'colander': [], 'mug': [], 'sieve': [], 'glass': [], 'bottle': [], 'pan': [3, 4, 2], 'spoon': [], 'pot': [], 'cream': [], 'oil': [], 'rest:pot': [], 'rubbish': [], 'scissors': [], 'bag': []}"
P37_101,"['box:plastic', 'stool', 'pot:cooking', 'pot', 'tray:plastic', 'knife', 'bowl', 'thigh:chicken', 'water', 'bottle:soy:sauce', 'bottle:oil', 'bottle', 'garlic', 'bottle:cooking:wine', 'board:chopping', 'cucumber', 'bag:packing', 'skin:garlic', 'spatula', 'pan', 'coriander', 'cucumber:sliced', 'onion']","{'box:plastic': [], 'stool': [], 'pot:cooking': [], 'pot': [], 'tray:plastic': [], 'knife': [], 'bowl': [], 'thigh:chicken': [], 'water': [], 'bottle:soy:sauce': [], 'bottle:oil': [], 'bottle': [], 'garlic': [], 'bottle:cooking:wine': [], 'board:chopping': [], 'cucumber': [], 'bag:packing': [], 'skin:garlic': [3, 2, 2], 'spatula': [], 'pan': [2, 2, 2], 'coriander': [], 'cucumber:sliced': [], 'onion': []}","{'box:plastic': [], 'stool': [], 'pot:cooking': [], 'pot': [], 'tray:plastic': [], 'knife': [], 'bowl': [], 'thigh:chicken': [], 'water': [], 'bottle:soy:sauce': [], 'bottle:oil': [], 'bottle': [], 'garlic': [], 'bottle:cooking:wine': [], 'board:chopping': [], 'cucumber': [], 'bag:packing': [], 'skin:garlic': [3, 2, 2], 'spatula': [], 'pan': [2, 2, 2], 'coriander': [], 'cucumber:sliced': [], 'onion': []}"
P37_102,"['spatula', 'pan', 'bowl', 'bag:packing', 'knife', 'carrot', 'stick:carrot', 'strip:carrot', 'plate', 'thigh:chicken', 'brush:dish']","{'spatula': [], 'pan': [], 'bowl': [], 'bag:packing': [], 'knife': [], 'carrot': [], 'stick:carrot': [3, 2, 2], 'strip:carrot': [3, 2, 2], 'plate': [], 'thigh:chicken': [], 'brush:dish': []}","{'spatula': [], 'pan': [], 'bowl': [], 'bag:packing': [], 'knife': [], 'carrot': [], 'stick:carrot': [3, 2, 2], 'strip:carrot': [3, 2, 2], 'plate': [], 'thigh:chicken': [], 'brush:dish': []}"
