,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,mean
"c: 1.2; k: 0.0,0.1; x",0.8,0.25,0.7777777777777778,0.8571428571428571,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.7142857142857143,0.8333333333333334,0.75,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6,0.9,0.5,1.0,0.7142857142857143,1.0,0.8571428571428571,0.8,0.8333333333333334,0.5,0.875,0.6666666666666666,0.8571428571428571,1.0,0.75,0.75,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.8571428571428571,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,0.8571428571428571,0.6666666666666666,0.7586652236652234
"c: 1.2; k: 0.0,0.1; y",0.6,0.5,0.7777777777777778,1.0,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,1.0,0.8571428571428571,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.5,0.75,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6,0.5,0.75,0.75,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,1.0,0.5,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.7142857142857143,0.6666666666666666,0.6448773448773447
"c: 1.2; k: 0.0,0.1; z",1.0,1.0,0.7777777777777778,0.8571428571428571,0.8,0.6,1.0,1.0,0.5,0.8,0.7142857142857143,0.8333333333333334,1.0,0.8571428571428571,0.8571428571428571,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8,1.0,0.5,1.0,0.5714285714285714,0.6666666666666666,0.8571428571428571,1.0,1.0,0.5,0.875,0.6666666666666666,0.7142857142857143,0.8,0.75,1.0,0.8,0.8333333333333334,0.7142857142857143,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.5,1.0,0.75,1.0,0.8333333333333334,0.8165440115440115
"c: 1.2; k: 0.0,0.1; xy",0.6,0.25,0.6666666666666666,0.8571428571428571,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,1.0,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8,0.8,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.7142857142857143,1.0,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6523593073593074
"c: 1.2; k: 0.0,0.1; xz",0.8,1.0,0.7777777777777778,0.8571428571428571,1.0,1.0,1.0,0.8333333333333334,1.0,0.8,0.8571428571428571,0.8333333333333334,0.75,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,1.0,0.5,0.8,1.0,0.5,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.8,1.0,1.0,0.875,0.6666666666666666,0.8571428571428571,1.0,0.75,0.5,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.8571428571428571,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.7142857142857143,1.0,0.8,0.75,1.0,0.6666666666666666,0.8147691197691198
"c: 1.2; k: 0.0,0.1; yz",0.6,0.5,0.7777777777777778,1.0,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,1.0,0.8571428571428571,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.5,0.75,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.6,0.5,0.75,0.875,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,1.0,0.5,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.7142857142857143,0.6666666666666666,0.6458513708513709
"c: 1.2; k: 0.0,0.1; xyz",0.6,0.25,0.6666666666666666,0.8571428571428571,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,1.0,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8,0.7,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.7142857142857143,1.0,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6505411255411255
"c: 1.2; k: 0.1,0.2; x",0.8,0.25,0.7777777777777778,0.8571428571428571,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.7142857142857143,0.8333333333333334,0.75,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6,0.9,0.5,1.0,0.7142857142857143,1.0,0.8571428571428571,0.8,0.8333333333333334,0.5,0.875,0.6666666666666666,0.8571428571428571,1.0,0.75,0.75,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.8571428571428571,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,0.8571428571428571,0.6666666666666666,0.7586652236652237
"c: 1.2; k: 0.1,0.2; y",0.6,0.5,0.7777777777777778,0.8571428571428571,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.5,0.5,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6,0.5,0.75,0.75,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,1.0,0.5,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.5714285714285714,0.75,0.8,0.5,0.7142857142857143,0.6666666666666666,0.6260461760461761
"c: 1.2; k: 0.1,0.2; z",1.0,1.0,0.7777777777777778,0.8571428571428571,0.8,0.6,1.0,1.0,0.5,0.8,0.8571428571428571,0.8333333333333334,1.0,0.8571428571428571,0.8571428571428571,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8,0.95,0.5,1.0,0.5714285714285714,0.6666666666666666,0.8571428571428571,1.0,1.0,0.5,1.0,0.6666666666666666,0.7142857142857143,0.8,0.75,1.0,0.8,0.8333333333333334,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.5,1.0,0.75,1.0,0.8333333333333334,0.8231024531024531
"c: 1.2; k: 0.1,0.2; xy",0.6,0.25,0.6666666666666666,0.8571428571428571,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,1.0,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8,0.8,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.7142857142857143,1.0,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6523593073593074
"c: 1.2; k: 0.1,0.2; xz",0.8,1.0,0.7777777777777778,0.8571428571428571,1.0,1.0,1.0,0.8333333333333334,1.0,0.8,0.8571428571428571,0.8333333333333334,0.75,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,1.0,0.5,0.8,1.0,0.5,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.8,1.0,1.0,0.875,0.6666666666666666,0.8571428571428571,1.0,0.75,0.5,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.8571428571428571,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.7142857142857143,1.0,0.8,0.75,1.0,0.6666666666666666,0.8147691197691198
"c: 1.2; k: 0.1,0.2; yz",0.6,0.5,0.7777777777777778,0.8571428571428571,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,1.0,0.8571428571428571,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.5,0.75,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.6,0.5,0.75,0.875,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,1.0,0.5,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.5714285714285714,0.75,0.8,0.5,0.7142857142857143,0.6666666666666666,0.6406565656565657
"c: 1.2; k: 0.1,0.2; xyz",0.6,0.25,0.6666666666666666,0.8571428571428571,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,1.0,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8,0.7,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6,0.6,0.5,0.5,0.42857142857142855,0.8,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.7142857142857143,1.0,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6505411255411255
"c: 1.2; k: 0.2,0.3; x",0.8,0.25,0.7777777777777778,0.7142857142857143,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.7142857142857143,0.8333333333333334,0.75,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6,0.9,0.5,1.0,0.7142857142857143,1.0,0.8571428571428571,0.8,0.8333333333333334,0.5,0.875,0.6666666666666666,0.8571428571428571,0.8,0.75,0.75,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.7142857142857143,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,0.8571428571428571,0.6666666666666666,0.7468037518037518
"c: 1.2; k: 0.2,0.3; y",0.6,0.5,0.7777777777777778,0.7142857142857143,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.5,0.5,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6,0.5,0.75,0.75,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,0.8571428571428571,0.5,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6208513708513709
"c: 1.2; k: 0.2,0.3; z",1.0,1.0,0.8333333333333334,0.8571428571428571,0.8,0.6,1.0,1.0,0.5,0.8,0.8571428571428571,0.8333333333333334,1.0,0.8571428571428571,0.8571428571428571,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8,0.9,0.5,1.0,0.5714285714285714,0.6666666666666666,0.8571428571428571,1.0,1.0,0.5,0.9375,0.6666666666666666,0.7142857142857143,0.8,0.75,1.0,0.8,0.8333333333333334,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.5,1.0,0.75,1.0,0.8333333333333334,0.8220670995670994
"c: 1.2; k: 0.2,0.3; xy",0.6,0.25,0.6666666666666666,0.7142857142857143,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,0.5,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8,0.8,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.8571428571428571,1.0,0.8,0.5,0.42857142857142855,0.6666666666666666,0.6335281385281385
"c: 1.2; k: 0.2,0.3; xz",0.8,0.75,0.7777777777777778,0.7142857142857143,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.8571428571428571,0.8333333333333334,0.75,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6,1.0,0.25,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.8,1.0,0.5,0.875,0.6666666666666666,0.8571428571428571,0.8,0.5,0.25,0.8,0.8333333333333334,0.5714285714285714,1.0,0.8,0.8,1.0,1.0,0.7142857142857143,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,1.0,0.6666666666666666,0.7403102453102453
"c: 1.2; k: 0.2,0.3; yz",0.6,0.5,0.7777777777777778,0.7142857142857143,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.5,0.5,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.6,0.5,0.75,0.875,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,0.8571428571428571,0.5,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6218253968253967
"c: 1.2; k: 0.2,0.3; xyz",0.6,0.25,0.6666666666666666,0.7142857142857143,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,0.5,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8,0.7,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.8571428571428571,1.0,0.8,0.5,0.42857142857142855,0.6666666666666666,0.6317099567099568
"c: 1.2; k: 0.3,0.4; x",0.8,0.25,0.7777777777777778,0.7142857142857143,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.7142857142857143,0.8333333333333334,0.75,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6,0.9,0.5,1.0,0.7142857142857143,1.0,0.8571428571428571,0.8,0.8333333333333334,0.5,0.875,0.6666666666666666,0.8571428571428571,0.8,0.75,0.75,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.7142857142857143,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,0.8571428571428571,0.6666666666666666,0.7468037518037518
"c: 1.2; k: 0.3,0.4; y",0.6,0.5,0.7777777777777778,0.7142857142857143,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.5,0.5,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6,0.5,0.75,0.75,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,0.8571428571428571,0.5,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6208513708513709
"c: 1.2; k: 0.3,0.4; z",1.0,1.0,0.7777777777777778,0.8571428571428571,0.8,0.6,1.0,1.0,0.5,0.8,0.8571428571428571,0.8333333333333334,1.0,0.8571428571428571,0.8571428571428571,0.5,0.8333333333333334,0.8333333333333334,0.5,0.8,0.95,0.5,1.0,0.5714285714285714,0.6666666666666666,0.8571428571428571,1.0,1.0,0.5,0.875,0.6666666666666666,0.7142857142857143,0.8,0.75,1.0,0.8,0.8333333333333334,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.5,1.0,0.75,1.0,0.8333333333333334,0.8208297258297258
"c: 1.2; k: 0.3,0.4; xy",0.6,0.25,0.6666666666666666,0.7142857142857143,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,0.5,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8,0.8,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.8571428571428571,1.0,0.8,0.5,0.42857142857142855,0.6666666666666666,0.6335281385281385
"c: 1.2; k: 0.3,0.4; xz",0.8,0.75,0.7777777777777778,0.7142857142857143,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.8571428571428571,0.8333333333333334,0.75,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6,1.0,0.25,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.8,1.0,0.5,0.875,0.6666666666666666,0.8571428571428571,0.8,0.5,0.25,0.8,0.8333333333333334,0.5714285714285714,1.0,0.8,0.8,1.0,1.0,0.7142857142857143,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,1.0,0.6666666666666666,0.7403102453102453
"c: 1.2; k: 0.3,0.4; yz",0.6,0.5,0.7777777777777778,0.7142857142857143,0.6,0.6,0.5,0.6666666666666666,0.75,0.8,0.8571428571428571,0.6666666666666666,0.5,0.8571428571428571,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.5,0.5,0.8,0.7,0.25,0.5,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.6,0.5,0.75,0.875,0.3333333333333333,0.5714285714285714,0.6,0.5,1.0,0.4,0.6666666666666666,0.8571428571428571,0.5,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.7142857142857143,0.75,0.8,0.5,0.5714285714285714,0.6666666666666666,0.6218253968253967
"c: 1.2; k: 0.3,0.4; xyz",0.6,0.25,0.6666666666666666,0.7142857142857143,0.6,0.6,0.5,0.8333333333333334,1.0,0.8,0.8571428571428571,0.6666666666666666,0.5,0.7142857142857143,0.7857142857142857,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8,0.7,0.25,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.6,0.6666666666666666,1.0,0.875,0.3333333333333333,0.42857142857142855,0.6,0.5,0.75,0.4,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.6,0.4,0.5,0.5,0.42857142857142855,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.8571428571428571,1.0,0.8,0.5,0.42857142857142855,0.6666666666666666,0.6317099567099568
"c: 1.2; k: 0.4,0.5; x",0.8,0.25,0.7777777777777778,0.7142857142857143,0.8,1.0,1.0,0.8333333333333334,0.5,0.6,0.7142857142857143,0.8333333333333334,0.75,1.0,0.8571428571428571,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6,0.9,0.5,1.0,0.7142857142857143,1.0,0.8571428571428571,0.8,0.8333333333333334,0.5,0.875,0.6666666666666666,0.8571428571428571,0.8,0.75,0.75,0.8,0.8333333333333334,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0.7142857142857143,0.6,0.3333333333333333,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.5,0.8,0.75,0.8571428571428571,0.6666666666666666,0.7468037518037518
"c: 1.2; k: 0.4,0.5; y",0.6,0.25,0.6666666666666666,0.8571428571428571,0.6,0.4,0.75,0.6666666666666666,0.5,0.8,0.8571428571428571,0.6666666666666666,0.75,0.8571428571428571,0.7857142857142857,0.8333333333333334,0.6666666666666666,0.5,1.0,0.8,0.7,0.5,0.5,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.6,0.5,0.5,0.75,0.6666666666666666,0.7142857142857143,0.6,0.75,0.75,0.6,0.6666666666666666,0.8571428571428571,0.5,0.6,0.6,0.75,0.75,0.42857142857142855,1.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.5,0.8,0.75,0.5714285714285714,0.6666666666666666,0.6653246753246753
"c: 1.2; k: 0.4,0.5; z",0.8,0.5,0.8888888888888888,0.8571428571428571,1.0,0.4,1.0,1.0,0.5,0.8,1.0,0.6666666666666666,1.0,0.8571428571428571,0.7857142857142857,0.5,0.8333333333333334,0.6666666666666666,0.5,0.8,0.8,0.5,1.0,0.5714285714285714,0.6666666666666666,0.8571428571428571,0.8,1.0,0.5,1.0,0.6666666666666666,0.7142857142857143,1.0,1.0,1.0,0.8,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.8,0.8,1.0,1.0,1.0,0.6,0.6666666666666666,1.0,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.5,0.8,1.0,1.0,0.8333333333333334,0.7938239538239538
"c: 1.2; k: 0.4,0.5; xy",0.4,0.0,0.5555555555555556,0.8571428571428571,0.6,0.6,0.5,0.8333333333333334,0.75,0.6,0.8571428571428571,0.6666666666666666,0.75,0.5714285714285714,0.7857142857142857,0.8333333333333334,0.8333333333333334,0.5,1.0,0.6,0.8,0.5,0.5,0.5714285714285714,0.8333333333333334,0.2857142857142857,0.4,0.5,0.75,0.875,0.6666666666666666,0.42857142857142855,0.6,0.5,0.5,0.4,0.6666666666666666,0.8571428571428571,0.5,0.4,0.4,0.5,0.5,0.42857142857142855,1.0,0.3333333333333333,0.5,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.75,0.6,0.5,0.42857142857142855,0.6666666666666666,0.6086075036075035
